review,sentiment
./train/703416.txt,1
./train/300879.txt,0
./train/596330.txt,1
./train/568875.txt,0
./train/019673.txt,1
./train/566358.txt,1
./train/196430.txt,0
./train/006941.txt,0
./train/935901.txt,0
./train/463525.txt,0
./train/524920.txt,0
./train/461096.txt,1
./train/227512.txt,1
./train/211852.txt,1
./train/304431.txt,1
./train/329294.txt,1
./train/474498.txt,1
./train/846667.txt,1
./train/739215.txt,1
./train/587186.txt,1
./train/293149.txt,0
./train/634120.txt,0
./train/069184.txt,1
./train/983266.txt,1
./train/159365.txt,1
./train/850609.txt,1
./train/062604.txt,0
./train/991214.txt,0
./train/574529.txt,0
./train/266628.txt,0
./train/625967.txt,0
./train/602022.txt,1
./train/667268.txt,1
./train/996664.txt,0
./train/667158.txt,1
./train/246124.txt,0
./train/427426.txt,1
./train/498987.txt,0
./train/084230.txt,0
./train/966443.txt,0
./train/396236.txt,0
./train/774511.txt,0
./train/860742.txt,1
./train/820255.txt,0
./train/598720.txt,1
./train/897794.txt,1
./train/594258.txt,0
./train/031257.txt,1
./train/519641.txt,0
./train/350725.txt,0
./train/019145.txt,1
./train/678244.txt,1
./train/647546.txt,0
./train/047857.txt,0
./train/528426.txt,0
./train/114417.txt,1
./train/669798.txt,0
./train/059632.txt,1
./train/520621.txt,1
./train/946961.txt,1
./train/520026.txt,1
./train/587321.txt,0
./train/844333.txt,0
./train/389514.txt,0
./train/670764.txt,0
./train/201765.txt,0
./train/591859.txt,0
./train/255249.txt,1
./train/774953.txt,0
./train/207648.txt,1
./train/983641.txt,0
./train/417820.txt,1
./train/065593.txt,0
./train/638216.txt,1
./train/346653.txt,1
./train/581300.txt,0
./train/713236.txt,1
./train/581382.txt,1
./train/749781.txt,0
./train/908900.txt,0
./train/141306.txt,0
./train/408939.txt,1
./train/514495.txt,0
./train/439437.txt,1
./train/491026.txt,0
./train/267489.txt,0
./train/728651.txt,1
./train/382006.txt,0
./train/757563.txt,1
./train/071524.txt,0
./train/485044.txt,1
./train/423497.txt,1
./train/607740.txt,1
./train/921297.txt,1
./train/339927.txt,0
./train/837746.txt,0
./train/624948.txt,0
./train/857975.txt,1
./train/366164.txt,0
./train/000485.txt,1
./train/724463.txt,0
./train/574686.txt,0
./train/145441.txt,0
./train/724184.txt,1
./train/952592.txt,0
./train/560492.txt,1
./train/264947.txt,0
./train/751933.txt,0
./train/647568.txt,0
./train/047050.txt,0
./train/523761.txt,0
./train/288005.txt,0
./train/401784.txt,1
./train/570366.txt,0
./train/359778.txt,0
./train/072019.txt,1
./train/433787.txt,1
./train/147284.txt,1
./train/888010.txt,1
./train/645667.txt,1
./train/193302.txt,0
./train/213585.txt,0
./train/158039.txt,0
./train/521400.txt,0
./train/301735.txt,0
./train/340505.txt,0
./train/776934.txt,1
./train/023810.txt,0
./train/251468.txt,1
./train/725086.txt,1
./train/667788.txt,0
./train/913617.txt,1
./train/331201.txt,1
./train/832320.txt,1
./train/475103.txt,1
./train/772144.txt,0
./train/437927.txt,0
./train/465751.txt,1
./train/308800.txt,1
./train/754323.txt,0
./train/582892.txt,0
./train/834627.txt,1
./train/403700.txt,0
./train/974502.txt,1
./train/184131.txt,1
./train/212274.txt,0
./train/263880.txt,1
./train/287238.txt,0
./train/739188.txt,1
./train/344396.txt,1
./train/990888.txt,1
./train/321331.txt,1
./train/460048.txt,1
./train/549469.txt,1
./train/441655.txt,0
./train/535000.txt,0
./train/195004.txt,1
./train/909286.txt,0
./train/125746.txt,0
./train/163487.txt,1
./train/050597.txt,0
./train/881923.txt,0
./train/034229.txt,1
./train/055084.txt,0
./train/030316.txt,1
./train/299384.txt,0
./train/686002.txt,0
./train/855154.txt,1
./train/031357.txt,1
./train/377679.txt,1
./train/000394.txt,1
./train/238134.txt,1
./train/225377.txt,1
./train/710750.txt,0
./train/147746.txt,1
./train/372183.txt,0
./train/106132.txt,0
./train/076711.txt,0
./train/785350.txt,0
./train/517397.txt,0
./train/449499.txt,0
./train/207555.txt,0
./train/195319.txt,1
./train/861465.txt,1
./train/289062.txt,0
./train/563784.txt,1
./train/921332.txt,0
./train/719881.txt,0
./train/941875.txt,1
./train/253104.txt,1
./train/209995.txt,1
./train/566997.txt,0
./train/576043.txt,0
./train/643736.txt,0
./train/515724.txt,1
./train/285009.txt,1
./train/486440.txt,0
./train/728573.txt,1
./train/716938.txt,0
./train/082613.txt,0
./train/798163.txt,0
./train/742325.txt,1
./train/705230.txt,1
./train/992995.txt,1
./train/616402.txt,1
./train/144857.txt,0
./train/507537.txt,0
./train/046883.txt,1
./train/973635.txt,0
./train/861753.txt,1
./train/975618.txt,1
./train/340685.txt,0
./train/178584.txt,0
./train/390613.txt,0
./train/983897.txt,0
./train/300095.txt,1
./train/136133.txt,0
./train/703725.txt,1
./train/977233.txt,1
./train/827204.txt,1
./train/344557.txt,1
./train/641913.txt,1
./train/411179.txt,1
./train/860411.txt,1
./train/229665.txt,0
./train/672078.txt,0
./train/114823.txt,0
./train/606937.txt,0
./train/608204.txt,0
./train/134636.txt,0
./train/020652.txt,0
./train/608301.txt,0
./train/187255.txt,0
./train/382061.txt,0
./train/805117.txt,0
./train/592469.txt,1
./train/604205.txt,0
./train/466257.txt,1
./train/482126.txt,1
./train/186726.txt,0
./train/972203.txt,0
./train/262096.txt,0
./train/261129.txt,1
./train/954084.txt,1
./train/070904.txt,1
./train/549488.txt,0
./train/811397.txt,0
./train/954694.txt,0
./train/595603.txt,1
./train/836793.txt,1
./train/458621.txt,0
./train/661889.txt,0
./train/697558.txt,0
./train/541202.txt,0
./train/964039.txt,1
./train/571546.txt,0
./train/012878.txt,0
./train/500193.txt,0
./train/023928.txt,1
./train/558700.txt,0
./train/067323.txt,0
./train/711570.txt,1
./train/728060.txt,0
./train/073117.txt,0
./train/362306.txt,0
./train/911579.txt,1
./train/537210.txt,1
./train/289857.txt,0
./train/756267.txt,1
./train/631027.txt,1
./train/327569.txt,0
./train/445393.txt,1
./train/402646.txt,0
./train/506592.txt,0
./train/542103.txt,0
./train/249249.txt,1
./train/088194.txt,1
./train/449627.txt,0
./train/050227.txt,0
./train/749568.txt,1
./train/265159.txt,1
./train/161984.txt,1
./train/232037.txt,1
./train/399484.txt,1
./train/541386.txt,0
./train/201649.txt,0
./train/912122.txt,0
./train/953097.txt,0
./train/796069.txt,0
./train/361243.txt,1
./train/557092.txt,1
./train/133255.txt,0
./train/185982.txt,1
./train/407167.txt,0
./train/268802.txt,0
./train/077593.txt,0
./train/108624.txt,0
./train/378375.txt,1
./train/633105.txt,1
./train/662229.txt,0
./train/551674.txt,0
./train/800725.txt,1
./train/928765.txt,1
./train/401600.txt,1
./train/910813.txt,1
./train/163923.txt,0
./train/098832.txt,0
./train/212000.txt,0
./train/651048.txt,0
./train/541296.txt,0
./train/904956.txt,1
./train/580887.txt,0
./train/321218.txt,0
./train/796467.txt,1
./train/998049.txt,0
./train/695976.txt,0
./train/410498.txt,1
./train/536660.txt,0
./train/188185.txt,1
./train/748173.txt,0
./train/750347.txt,1
./train/781169.txt,1
./train/712337.txt,0
./train/426431.txt,0
./train/705239.txt,0
./train/505569.txt,0
./train/613485.txt,1
./train/474495.txt,0
./train/333421.txt,0
./train/045725.txt,1
./train/133485.txt,0
./train/287204.txt,0
./train/244469.txt,0
./train/681368.txt,1
./train/909588.txt,1
./train/495794.txt,1
./train/026262.txt,1
./train/491789.txt,1
./train/552979.txt,0
./train/712992.txt,0
./train/900407.txt,1
./train/612116.txt,1
./train/281495.txt,0
./train/585874.txt,0
./train/580908.txt,0
./train/217426.txt,1
./train/867521.txt,0
./train/130248.txt,0
./train/330038.txt,1
./train/453879.txt,1
./train/690887.txt,1
./train/186939.txt,1
./train/695934.txt,1
./train/808835.txt,1
./train/168426.txt,0
./train/817324.txt,0
./train/043165.txt,0
./train/496143.txt,1
./train/201099.txt,0
./train/185047.txt,1
./train/112358.txt,0
./train/887897.txt,1
./train/022605.txt,0
./train/087730.txt,0
./train/479444.txt,1
./train/063495.txt,0
./train/307820.txt,1
./train/909895.txt,1
./train/041182.txt,1
./train/868581.txt,0
./train/015987.txt,0
./train/191866.txt,0
./train/882153.txt,1
./train/860301.txt,0
./train/235869.txt,0
./train/726873.txt,1
./train/213395.txt,1
./train/206765.txt,1
./train/845327.txt,0
./train/958414.txt,0
./train/344902.txt,0
./train/923089.txt,0
./train/970455.txt,1
./train/345740.txt,1
./train/347495.txt,0
./train/490889.txt,0
./train/078306.txt,1
./train/564058.txt,0
./train/826524.txt,1
./train/931613.txt,1
./train/118600.txt,0
./train/272678.txt,1
./train/943866.txt,1
./train/832622.txt,1
./train/850327.txt,1
./train/178350.txt,1
./train/601601.txt,1
./train/999492.txt,1
./train/999911.txt,1
./train/256264.txt,0
./train/412721.txt,0
./train/229198.txt,0
./train/460692.txt,0
./train/083413.txt,0
./train/839518.txt,1
./train/075709.txt,1
./train/262045.txt,1
./train/869633.txt,1
./train/630702.txt,0
./train/798117.txt,1
./train/614791.txt,0
./train/418162.txt,0
./train/056644.txt,1
./train/422487.txt,1
./train/836521.txt,0
./train/254285.txt,0
./train/085235.txt,1
./train/660252.txt,0
./train/300607.txt,0
./train/004876.txt,0
./train/682498.txt,1
./train/238533.txt,0
./train/105309.txt,1
./train/701505.txt,0
./train/710718.txt,0
./train/961514.txt,0
./train/993998.txt,0
./train/537048.txt,1
./train/961548.txt,1
./train/357526.txt,0
./train/382921.txt,0
./train/151396.txt,1
./train/642161.txt,1
./train/013213.txt,0
./train/417952.txt,1
./train/751147.txt,1
./train/986830.txt,1
./train/475038.txt,1
./train/140978.txt,1
./train/418962.txt,1
./train/850571.txt,1
./train/107576.txt,1
./train/905241.txt,1
./train/767882.txt,0
./train/140240.txt,0
./train/565555.txt,1
./train/376354.txt,1
./train/251922.txt,0
./train/510171.txt,0
./train/683561.txt,0
./train/018187.txt,1
./train/282920.txt,0
./train/729007.txt,0
./train/045620.txt,0
./train/879692.txt,1
./train/654776.txt,1
./train/575837.txt,0
./train/200468.txt,1
./train/210906.txt,1
./train/402784.txt,1
./train/291352.txt,0
./train/489980.txt,1
./train/941103.txt,1
./train/119216.txt,1
./train/811073.txt,1
./train/921645.txt,1
./train/461735.txt,1
./train/647231.txt,1
./train/552012.txt,0
./train/201659.txt,1
./train/441444.txt,0
./train/138584.txt,1
./train/591760.txt,1
./train/575010.txt,1
./train/965087.txt,0
./train/589986.txt,0
./train/514450.txt,1
./train/760936.txt,1
./train/555173.txt,0
./train/025422.txt,1
./train/601028.txt,1
./train/202428.txt,0
./train/743008.txt,0
./train/558162.txt,1
./train/595078.txt,1
./train/839433.txt,0
./train/805337.txt,0
./train/326120.txt,1
./train/056253.txt,1
./train/861288.txt,1
./train/280245.txt,1
./train/595015.txt,1
./train/926046.txt,1
./train/533417.txt,0
./train/347668.txt,1
./train/214592.txt,0
./train/479250.txt,1
./train/395103.txt,1
./train/811837.txt,1
./train/980589.txt,0
./train/486750.txt,0
./train/315878.txt,1
./train/348166.txt,0
./train/770272.txt,0
./train/140507.txt,1
./train/230536.txt,0
./train/602723.txt,0
./train/579215.txt,0
./train/175390.txt,1
./train/017572.txt,1
./train/747992.txt,1
./train/623014.txt,0
./train/604417.txt,0
./train/409829.txt,0
./train/178191.txt,0
./train/786455.txt,0
./train/108484.txt,1
./train/030656.txt,0
./train/819077.txt,1
./train/744657.txt,1
./train/670275.txt,1
./train/256780.txt,0
./train/272247.txt,0
./train/192920.txt,0
./train/238564.txt,1
./train/021080.txt,1
./train/141985.txt,1
./train/018032.txt,1
./train/626532.txt,0
./train/917628.txt,0
./train/692042.txt,1
./train/567837.txt,0
./train/444017.txt,0
./train/619023.txt,1
./train/782149.txt,1
./train/188483.txt,0
./train/658479.txt,1
./train/274013.txt,0
./train/985631.txt,1
./train/054497.txt,1
./train/942453.txt,1
./train/479433.txt,0
./train/855672.txt,0
./train/497530.txt,0
./train/937262.txt,1
./train/645296.txt,0
./train/550001.txt,0
./train/180553.txt,1
./train/590375.txt,1
./train/343796.txt,1
./train/859130.txt,1
./train/008930.txt,0
./train/808755.txt,1
./train/136932.txt,0
./train/326655.txt,1
./train/810972.txt,0
./train/528722.txt,0
./train/435176.txt,0
./train/284160.txt,1
./train/079297.txt,1
./train/659893.txt,1
./train/846962.txt,0
./train/042589.txt,1
./train/581159.txt,0
./train/285218.txt,1
./train/032392.txt,0
./train/671947.txt,1
./train/843983.txt,1
./train/300223.txt,0
./train/513024.txt,0
./train/896440.txt,0
./train/745496.txt,1
./train/745932.txt,1
./train/019358.txt,1
./train/790892.txt,0
./train/933541.txt,0
./train/770867.txt,1
./train/064945.txt,0
./train/672245.txt,1
./train/650381.txt,1
./train/983821.txt,1
./train/386836.txt,0
./train/598636.txt,0
./train/314759.txt,1
./train/321067.txt,0
./train/746234.txt,1
./train/269979.txt,0
./train/271337.txt,1
./train/067376.txt,1
./train/341473.txt,1
./train/344782.txt,1
./train/643511.txt,0
./train/683685.txt,0
./train/850793.txt,0
./train/613343.txt,0
./train/874940.txt,0
./train/258838.txt,0
./train/958340.txt,1
./train/527353.txt,0
./train/546292.txt,1
./train/437890.txt,1
./train/773516.txt,1
./train/940472.txt,1
./train/567280.txt,1
./train/189274.txt,0
./train/986468.txt,1
./train/777129.txt,1
./train/767128.txt,0
./train/584817.txt,1
./train/846483.txt,0
./train/715030.txt,1
./train/534741.txt,1
./train/980404.txt,1
./train/221979.txt,1
./train/665183.txt,1
./train/816922.txt,0
./train/100210.txt,0
./train/447395.txt,0
./train/840837.txt,1
./train/100050.txt,1
./train/497556.txt,0
./train/461020.txt,0
./train/701859.txt,1
./train/038002.txt,1
./train/533898.txt,0
./train/060348.txt,1
./train/892064.txt,1
./train/955246.txt,1
./train/345201.txt,0
./train/447376.txt,0
./train/070590.txt,0
./train/494273.txt,1
./train/454766.txt,1
./train/565648.txt,0
./train/437902.txt,1
./train/843107.txt,0
./train/892147.txt,1
./train/799800.txt,1
./train/354825.txt,0
./train/630241.txt,0
./train/842429.txt,1
./train/187533.txt,1
./train/094610.txt,0
./train/480792.txt,0
./train/566237.txt,1
./train/517689.txt,1
./train/306720.txt,1
./train/423106.txt,0
./train/803741.txt,1
./train/126851.txt,1
./train/001868.txt,0
./train/893712.txt,1
./train/090252.txt,0
./train/507382.txt,1
./train/898031.txt,0
./train/447427.txt,1
./train/791538.txt,0
./train/841215.txt,0
./train/068670.txt,1
./train/411934.txt,0
./train/985070.txt,0
./train/765224.txt,1
./train/319290.txt,1
./train/663192.txt,1
./train/987065.txt,0
./train/647162.txt,1
./train/189835.txt,1
./train/914514.txt,0
./train/530264.txt,0
./train/641231.txt,1
./train/011711.txt,0
./train/887073.txt,0
./train/479313.txt,0
./train/548386.txt,1
./train/869429.txt,1
./train/121860.txt,1
./train/909820.txt,0
./train/255684.txt,1
./train/913500.txt,1
./train/459390.txt,0
./train/282498.txt,1
./train/981112.txt,0
./train/875309.txt,0
./train/146701.txt,1
./train/004369.txt,1
./train/611356.txt,0
./train/879719.txt,0
./train/825628.txt,1
./train/259284.txt,0
./train/203267.txt,1
./train/844656.txt,1
./train/940623.txt,0
./train/696817.txt,1
./train/903918.txt,1
./train/170391.txt,1
./train/316039.txt,1
./train/305841.txt,1
./train/862684.txt,0
./train/854921.txt,0
./train/265135.txt,0
./train/377750.txt,1
./train/880943.txt,1
./train/378603.txt,1
./train/638295.txt,1
./train/299930.txt,0
./train/488162.txt,0
./train/983983.txt,0
./train/733202.txt,0
./train/419396.txt,0
./train/452628.txt,0
./train/333936.txt,0
./train/544571.txt,1
./train/549544.txt,1
./train/337737.txt,1
./train/584602.txt,0
./train/626237.txt,1
./train/630511.txt,0
./train/915305.txt,1
./train/170847.txt,1
./train/045088.txt,1
./train/936541.txt,1
./train/553332.txt,0
./train/449245.txt,1
./train/308676.txt,1
./train/653979.txt,1
./train/302618.txt,1
./train/717189.txt,1
./train/022341.txt,0
./train/394450.txt,1
./train/223483.txt,1
./train/793383.txt,1
./train/351646.txt,0
./train/490408.txt,1
./train/154569.txt,0
./train/023883.txt,0
./train/032535.txt,0
./train/514189.txt,0
./train/716538.txt,1
./train/270560.txt,1
./train/173908.txt,0
./train/641198.txt,1
./train/073888.txt,0
./train/487884.txt,1
./train/043582.txt,1
./train/494498.txt,1
./train/013765.txt,0
./train/105385.txt,1
./train/894156.txt,1
./train/958610.txt,1
./train/188063.txt,0
./train/701105.txt,1
./train/062886.txt,0
./train/287008.txt,0
./train/690043.txt,0
./train/703927.txt,0
./train/171085.txt,0
./train/418008.txt,1
./train/865928.txt,1
./train/899575.txt,0
./train/743743.txt,1
./train/424421.txt,0
./train/704442.txt,1
./train/656683.txt,1
./train/943695.txt,0
./train/926867.txt,1
./train/030448.txt,1
./train/835617.txt,0
./train/021596.txt,1
./train/828235.txt,1
./train/709323.txt,0
./train/780334.txt,0
./train/384275.txt,1
./train/225587.txt,1
./train/461747.txt,0
./train/672797.txt,1
./train/078102.txt,0
./train/658826.txt,1
./train/113112.txt,0
./train/063136.txt,0
./train/473690.txt,0
./train/335690.txt,0
./train/861649.txt,1
./train/167220.txt,1
./train/839402.txt,0
./train/150885.txt,0
./train/209240.txt,1
./train/764477.txt,0
./train/792446.txt,0
./train/137458.txt,0
./train/222126.txt,1
./train/083934.txt,0
./train/725669.txt,0
./train/882478.txt,0
./train/520139.txt,1
./train/431226.txt,1
./train/493264.txt,0
./train/900572.txt,1
./train/584532.txt,0
./train/469079.txt,0
./train/664847.txt,1
./train/453174.txt,0
./train/665243.txt,1
./train/201065.txt,1
./train/853471.txt,1
./train/525689.txt,1
./train/571667.txt,0
./train/028798.txt,0
./train/668224.txt,1
./train/899908.txt,1
./train/384443.txt,0
./train/085090.txt,0
./train/935821.txt,1
./train/827357.txt,1
./train/851924.txt,1
./train/709448.txt,1
./train/634333.txt,1
./train/711351.txt,1
./train/872932.txt,1
./train/504241.txt,1
./train/053806.txt,1
./train/077544.txt,0
./train/749971.txt,1
./train/627868.txt,1
./train/758741.txt,1
./train/352141.txt,1
./train/677541.txt,0
./train/820929.txt,0
./train/562588.txt,1
./train/531426.txt,1
./train/592590.txt,0
./train/890900.txt,0
./train/813462.txt,0
./train/050844.txt,1
./train/254240.txt,0
./train/097276.txt,0
./train/360405.txt,0
./train/703707.txt,0
./train/877447.txt,1
./train/120521.txt,0
./train/596205.txt,0
./train/370614.txt,0
./train/930667.txt,0
./train/107835.txt,1
./train/158602.txt,1
./train/499853.txt,1
./train/728303.txt,0
./train/887286.txt,0
./train/389609.txt,1
./train/399826.txt,0
./train/445852.txt,1
./train/580704.txt,1
./train/243106.txt,1
./train/016252.txt,0
./train/253646.txt,1
./train/415367.txt,0
./train/025019.txt,0
./train/928384.txt,1
./train/064821.txt,1
./train/671975.txt,0
./train/121841.txt,0
./train/178643.txt,1
./train/616654.txt,1
./train/677210.txt,1
./train/842685.txt,1
./train/504075.txt,1
./train/317841.txt,0
./train/569784.txt,1
./train/743792.txt,0
./train/721018.txt,0
./train/329436.txt,0
./train/451824.txt,1
./train/318988.txt,0
./train/488239.txt,0
./train/729979.txt,1
./train/081132.txt,1
./train/452312.txt,0
./train/826950.txt,1
./train/513151.txt,0
./train/215263.txt,0
./train/545455.txt,1
./train/515354.txt,1
./train/032763.txt,1
./train/542904.txt,1
./train/773550.txt,0
./train/069604.txt,1
./train/932966.txt,1
./train/222663.txt,0
./train/918741.txt,0
./train/013546.txt,1
./train/851749.txt,0
./train/203051.txt,1
./train/753878.txt,1
./train/041539.txt,1
./train/171370.txt,0
./train/158766.txt,1
./train/403249.txt,1
./train/842814.txt,0
./train/267420.txt,1
./train/901830.txt,1
./train/079556.txt,0
./train/396540.txt,0
./train/427045.txt,0
./train/854814.txt,1
./train/040612.txt,1
./train/958646.txt,1
./train/190206.txt,0
./train/068329.txt,0
./train/573182.txt,0
./train/590200.txt,1
./train/487754.txt,1
./train/897186.txt,1
./train/893929.txt,0
./train/548224.txt,0
./train/059104.txt,1
./train/457945.txt,0
./train/436252.txt,0
./train/452459.txt,0
./train/968882.txt,0
./train/623060.txt,1
./train/632721.txt,1
./train/548661.txt,1
./train/704758.txt,1
./train/941137.txt,0
./train/745449.txt,0
./train/258616.txt,1
./train/054528.txt,1
./train/030626.txt,0
./train/742169.txt,0
./train/078338.txt,0
./train/715444.txt,0
./train/966515.txt,1
./train/616126.txt,1
./train/534600.txt,0
./train/137892.txt,0
./train/350587.txt,0
./train/885870.txt,1
./train/769479.txt,1
./train/234960.txt,1
./train/105119.txt,1
./train/925004.txt,1
./train/201940.txt,1
./train/570153.txt,1
./train/625226.txt,0
./train/584755.txt,1
./train/976585.txt,1
./train/038008.txt,1
./train/200200.txt,0
./train/018132.txt,1
./train/353590.txt,0
./train/236204.txt,1
./train/057743.txt,0
./train/728392.txt,0
./train/199183.txt,0
./train/227186.txt,0
./train/760173.txt,0
./train/210616.txt,1
./train/577249.txt,0
./train/324383.txt,0
./train/007446.txt,1
./train/010806.txt,1
./train/495787.txt,0
./train/761221.txt,1
./train/187275.txt,1
./train/492083.txt,1
./train/026675.txt,1
./train/337445.txt,0
./train/019977.txt,1
./train/555341.txt,0
./train/554933.txt,1
./train/763006.txt,0
./train/915439.txt,1
./train/826951.txt,1
./train/765961.txt,0
./train/271537.txt,0
./train/957190.txt,0
./train/825677.txt,0
./train/140045.txt,1
./train/456991.txt,0
./train/615982.txt,0
./train/270976.txt,1
./train/878054.txt,0
./train/579914.txt,0
./train/329641.txt,1
./train/828582.txt,0
./train/158650.txt,0
./train/260995.txt,0
./train/670595.txt,0
./train/006475.txt,1
./train/818834.txt,0
./train/191823.txt,1
./train/826456.txt,0
./train/067217.txt,1
./train/695816.txt,1
./train/689686.txt,0
./train/864235.txt,0
./train/847714.txt,0
./train/122155.txt,0
./train/344203.txt,0
./train/423839.txt,0
./train/014170.txt,1
./train/336582.txt,1
./train/812317.txt,0
./train/726653.txt,1
./train/729357.txt,1
./train/662965.txt,0
./train/082006.txt,0
./train/878993.txt,1
./train/386802.txt,0
./train/133654.txt,0
./train/109074.txt,0
./train/578274.txt,1
./train/971590.txt,1
./train/726338.txt,1
./train/733968.txt,1
./train/838494.txt,0
./train/534122.txt,1
./train/962913.txt,1
./train/010035.txt,0
./train/549924.txt,1
./train/438372.txt,0
./train/187409.txt,1
./train/211624.txt,0
./train/436563.txt,1
./train/895870.txt,0
./train/307322.txt,0
./train/048226.txt,1
./train/048512.txt,0
./train/917211.txt,0
./train/189504.txt,1
./train/440717.txt,0
./train/374831.txt,0
./train/945062.txt,1
./train/447724.txt,1
./train/189908.txt,0
./train/804858.txt,0
./train/890049.txt,0
./train/309776.txt,1
./train/074059.txt,0
./train/837713.txt,1
./train/440344.txt,0
./train/295735.txt,0
./train/170308.txt,1
./train/372978.txt,1
./train/954856.txt,0
./train/309073.txt,0
./train/064988.txt,0
./train/281916.txt,1
./train/167399.txt,0
./train/841928.txt,0
./train/754176.txt,1
./train/436300.txt,1
./train/043245.txt,1
./train/720119.txt,1
./train/878168.txt,0
./train/216652.txt,0
./train/991682.txt,0
./train/468011.txt,1
./train/531491.txt,1
./train/253071.txt,1
./train/834928.txt,0
./train/877188.txt,0
./train/447133.txt,1
./train/089624.txt,0
./train/453485.txt,1
./train/577508.txt,1
